OBJECTID,TRAIL_ID,TRAIL_NAME,TRAIL_CLSS,SURF_MAT,ENGINEERED,WIDTH,FENCED,WHEEL_ACC,CONDITION,INST_YEAR,INST_DATE,LIGHT,OWNER,MAINT,STATUS,COMMENTS,ADDDATE,MODDATE,SOURCE,SACC,FCODE,CODE,WALKING,HIKING,BIKING,ATV,SNOWMOBILE,SEASON,COLLECTED,UPDATED,TCT,RAIL,NATURE,ET_SOURCE,SECT_NAME,ASSOCN,DATASOURCE,OFFICIAL,NAME_APP,PLOW,GLOBALID,LEN,SHAPE_Length
105218,4388,STONINGTON PARK TRAIL,,CRDS,,,,,GOOD,,,N,HRM,HRM,ACTIVE,,2013/10/24 00:00:00+00,,PICTOMETRY,,,,,,,,,,,,,,,,,,,,,,{CC846A08-8F25-4595-B872-B7C380A4527D},441.738501102383,0.00333966105497328
105219,4351,UNKNOWN NAME,,ASPH,,,,,GOOD,,,N,HW,HRM,ACTIVE,PAVED DRIVEWAY CONNECTS TO TRAIL,2013/10/24 00:00:00+00,,PICTOMETRY,,,,,,,,,,,,,,,,,,,,,,{29964B0F-331A-48D0-97DF-C1F7D6B45E4E},132.906662199461,0.001123124929008
105220,4350,STONINGTON PARK TRAIL,,CRDS,,,,,GOOD,,,N,HRM,HRM,ACTIVE,,2013/10/24 00:00:00+00,,PICTOMETRY,,,,,,,,,,,,,,,,,,,,,,{E81AD2D2-8874-442E-95DC-ABBA7846F03C},192.9755724238,0.00150317266280802
105221,3745,STERLING DRIVE PARK TRAIL,SECONDARY,,N,,N,,,,,N,HRM,HRM,ACTIVE,,2013/10/02 00:00:00+00,,PICTOMETRY,,,,,,,,,,,,,,,,,,TPW_TRAILS,A,,,{A24AA8C8-6A7D-4DB4-9911-6B62E79DF348},132.52907441227,0.00105498727987201
105222,3746,STERLING DRIVE PARK TRAIL,,,N,,N,,,,,N,HRM,HRM,ACTIVE,,2013/10/02 00:00:00+00,,PICTOMETRY,,,,,,,,,,,,,,,,,,,,,,{A6E5C5E8-8D55-475E-A4D4-FFC83D274CCC},19.734945925974,0.000176724677366099
105223,2244,UNKNOWN NAME, ,CRDS, ,0.5,N,,POOR,0,,N,HRM,HRM,ACTIVE,badly overgrown-undefined-sides ovrgrn,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{D86412DD-99CA-4B86-B630-7406F755B955},101.499910486313,0.000849393147877785
105224,2245,UNKNOWN NAME, ,CRDS, ,0.5,N,,POOR,0,,N,HRM,HRM,ACTIVE,sides and surf badly overgrown-undefined,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{8A565914-D5D4-4F99-B50C-1036D0F0EC0D},107.263018470015,0.000846676382518118
105225,2246,UNKNOWN NAME, ,CRDS, ,1.5,N,,GOOD,0,,N,HRM,HRM,ACTIVE,areas of weeds on surface,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{FE0F87DD-83AE-4C49-9682-14F628555044},99.2433581128935,0.000705372540713674
105226,2274,UNKNOWN NAME, ,CRDS, ,2.1,N,,GOOD,0,,N,HRM,HRM,ACTIVE,sides overgrown,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{2CC1044F-6D23-4FA6-AA23-EF878A342DEE},217.965718493682,0.00170824138243541
105227,2275,UNKNOWN NAME, ,CRDS, ,2.1,N,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{013B1296-3C7B-48B0-A1A6-ECE93BBEA791},44.9944977061656,0.000308627905873899
105228,2277,UNKNOWN NAME, ,WOOD, ,2,N,,GOOD,0,,N,HRM,HRM,ACTIVE,boardwalk,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{3A797139-2598-4013-88CC-32E42AAD4382},240.907957068085,0.00193379078545591
105229,2278,UNKNOWN NAME, ,CRDS, ,1.9,N,,GOOD,0,,N,HRM,HRM,ACTIVE,sides overgrown,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{0887AA73-680C-49A8-A380-CB8A332D6174},120.883490412834,0.000817893315704933
105230,2279,UNKNOWN NAME, ,WOOD, ,1.8,N,,MARGINAL,0,,N,HRM,HRM,ACTIVE,areas of wood rot on deck boards,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{DBEBD12A-4C5D-4323-8931-8D1A9E07A5F4},119.028070826056,0.000945065299785142
105231,2280,UNKNOWN NAME, ,CRDS, ,1.1,N,,MARGINAL,0,,N,HRM,HRM,ACTIVE,sides overgrown-undefined width,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{A09DDDE9-8AB5-466F-AE5D-7C8C671191A1},90.7570665690774,0.000611311489519147
105232,2281,UNKNOWN NAME, ,WOOD, ,1.8,N,,GOOD,0,,N,HRM,HRM,ACTIVE,boardwalk,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{F215CEAF-6B3E-4555-8B23-F9C8F3F5DCC4},179.605739582681,0.00133788228733276
105233,1141,UNKNOWN NAME,SECONDARY,ASPH,N,2,Y,,GOOD,0,,N,HRM,HRM,ACTIVE,partially fenced,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{D5283C14-2FC0-4A08-9511-2D02FD2089C1},151.421111081939,0.000993627156326144
105234,2523,UNKNOWN NAME, ,CRDS, ,1,N,,POOR,0,,N,HRM,HRM,ACTIVE,sides surf ovrgrn-exp geotex-lax surfmat,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{3BFB9D44-FA7B-4F4B-98CA-359D4CC0F16E},422.870188903146,0.00281029301646148
105235,2524,UNKNOWN NAME, ,CRDS, ,1.8,N,,MARGINAL,0,,N,HRM,HRM,ACTIVE,lacks surf mat.-weed growth-exp. geotex,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{BA45F7A1-CD5C-499A-A9C4-A2BA4C946131},48.9290603902303,0.000434871162385313
105236,2658,UNKNOWN NAME,,,,,,,,,,,,,,,,,,,RRRDTR,,,,,,,,,,,,,,,,TRN_TRAIL,,,,{7706E26F-B7CD-40E0-932A-43788BB26E88},62.6384486524788,0.000441220072567055
105237,2661,UNKNOWN NAME,,,,,,,,,,,,,,,,,,,RRRDTR,,,,,,,,,,,,,,,,TRN_TRAIL,,,,{5C5FDB47-67E5-4DE3-8144-39957A0A7B31},23.04138057752,0.000171252986381699
105238,2662,UNKNOWN NAME,,,,,,,,,,,,,,,,,,,RRRDTR,,,,,,,,,,,,,,,,TRN_TRAIL,,,,{A6DDC32F-6AAD-4E83-A17E-7F5A7E4E3A7C},52.3863194630196,0.000391549946436218
105239,2667,UNKNOWN NAME,,,,,,,,,,,,,,,,,,,RRRDTR,,,,,,,,,,,,,,,,TRN_TRAIL,,,,{1E26B58D-B814-427C-8169-E9EF53E5FD42},173.47058112802,0.00146875036875046
105240,2668,UNKNOWN NAME,,,,,,,,,,,,,,,,,,,RRRDTR,,,,,,,,,,,,,,,,TRN_TRAIL,,,,{EFD2A6C4-6115-473C-B603-63527A276E54},174.837639383064,0.00131481013516492
105241,2683,UNKNOWN NAME,,,,,,,,,,,,,,,,,,,RRRDTR,,,,,,,,,,,,,,,,TRN_TRAIL,,,,{3DE265B9-DBD2-49B8-9754-88B86B91446A},601.618658463709,0.00518878701061905
105242,2684,UNKNOWN NAME,,,,,,,,,,,,,,,,,,,RRRDTR,,,,,,,,,,,,,,,,TRN_TRAIL,,,,{1089B734-3442-4BE3-8DF7-12658684CDF6},448.74665747447,0.00357897662598722
105243,2685,UNKNOWN NAME,,,,,,,,,,,,,,,,,,,RRRDTR,,,,,,,,,,,,,,,,TRN_TRAIL,,,,{20E7D290-541F-4663-B3CE-116FA7752EAC},137.391100217739,0.00123262207178595
105244,2686,UNKNOWN NAME,,,,,,,,,,,,,,,,,,,RRRDTR,,,,,,,,,,,,,,,,TRN_TRAIL,,,,{DC1136D7-9EA3-4E1A-957B-398D4081C1C2},818.614562603941,0.00665937004498257
105245,2132,UNKNOWN NAME,SECONDARY,NATU,N,0.5,N,,POOR,0,,N,HRM,HRM,ACTIVE,"muddy, used by students",,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{EDC2F668-A37E-4138-862C-B9DC2E5C40C3},129.066460033325,0.000924231402537856
105246,1349,UNKNOWN NAME,SECONDARY,CRDS,N,0.5,N,,POOR,0,,N,HRM,HRM,ACTIVE,overgrown w/weeds-undefined width,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{3FFB562F-A2F4-4400-BB29-D848C4EA49DC},83.6069397903809,0.000730989011294323
105247,1350,UNKNOWN NAME,PRIMARY,CRDS,N,1.6,N,,GOOD,0,,N,HRM,HRM,ACTIVE,minor weed growth - minor erosion,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{A9BDA413-6EF3-438A-8A73-12A412E56F9D},177.892260501565,0.00127427123021784
105248,1351,UNKNOWN NAME,PRIMARY,CRDS,N,1.8,N,,GOOD,0,,N,HRM,HRM,ACTIVE,minor weed growth,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{1661B1C4-329E-4D0C-B9E3-F1ACB04372AD},196.378764406524,0.00143511977761401
105249,1352,UNKNOWN NAME,PRIMARY,CRDS,N,1.8,N,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{0B24AEC0-FD13-4245-8F93-DFBF4A92C72C},73.5143414374646,0.000542671279430355
105250,1353,UNKNOWN NAME,SECONDARY,ASPH, ,4,Y,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{9D2006C7-2284-4923-BBB8-66D30508D7A9},49.1606813729958,0.000368049278386607
105251,2699,UNKNOWN NAME,,,,,,,,,,,,,,,,,,,RRRDTR,,,,,,,,,,,,,,,,TRN_TRAIL,,,,{D8F82E47-4048-44C0-BD04-A279F5CC6B25},39.3261673307092,0.000258827093372714
105252,2991,UNKNOWN NAME,,,,,,,,,,,,,,,,,,,RRRDTR,,,,,,,,,,,,,,,,TRN_TRAIL,,,,{AD5D8B22-A0CB-4365-9CC8-E6D336C19CDF},51.0162139975918,0.000364685046526673
105253,2119,UNKNOWN NAME, ,CRDS,N,3,N,,MARGINAL,0,,N,HRM,HRM,ACTIVE,area of waterpooling-drain/surf. mat req,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{ED54A664-1B1A-4C92-9BCD-FD29947C9E0E},49.8778557095451,0.000433305274984396
105254,2207,UNKNOWN NAME, ,CRDS, ,1.2,N,,POOR,0,,N,HRM,HRM,ACTIVE,overgrown -undefined-reverts to turf,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{58EAA721-2832-4534-83FB-33E243375E27},13.0486217996161,0.000116699657601115
105255,2208,UNKNOWN NAME, ,ASPH, ,1.9,Y,,GOOD,0,,N,HRM,HRM,ACTIVE,fence 1 side,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{5E5ABBDC-2526-483B-806A-A226F24DB2AD},112.430077292473,0.00085705526289649
105256,2209,UNKNOWN NAME, ,CONC, ,2,N,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{DA4103C4-448D-4592-A5EC-7987ADF4BE48},39.5688891565521,0.000282094688951068
105257,2210,UNKNOWN NAME, ,CONC, ,1.2,Y,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{C2807216-A9BF-42E0-B814-AEC82F0B1816},70.7808753937732,0.000565215192050138
105258,2211,UNKNOWN NAME, ,CONC, ,1.2,N,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{42C8976F-88DD-4C4F-93AA-E65D7CDCD26E},74.0190634653857,0.000558997181410748
105259,2212,UNKNOWN NAME, ,CRDS, ,1.2,N,,MARGINAL,0,,N,HRM,HRM,ACTIVE,undefined width -overgrown -side ovrgrn,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{8EF10146-5073-4AD8-A156-E1B8629A73CD},33.8077102675023,0.000263681668704928
105260,2214,UNKNOWN NAME, ,ASPH, ,1,Y,,MARGINAL,0,,N,HRM,HRM,ACTIVE,1 rail missing-posts remain,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{37360DFC-FDFF-44DF-A817-0E31A915F9F6},8.0270801143188,5.17115452005889e-05
105261,2215,UNKNOWN NAME, ,ASPH, ,1.45,Y,,GOOD,0,,N,HRM,HRM,ACTIVE,partially fenced-1 side,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{75C6C58C-6BB2-46E6-B1DC-8758FBDD52B8},30.2407476486853,0.000243556650082556
105262,2216,UNKNOWN NAME, ,ASPH, ,1.8,N,,MARGINAL,0,,N,HRM,HRM,ACTIVE,heaves /cracks thru out,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{D1024498-5283-4258-837C-0A9938D7BD27},17.537313463128,0.000130646091915039
105263,2217,UNKNOWN NAME, ,CRDS, ,1.2,N,,POOR,0,,N,HRM,HRM,ACTIVE,undefined width-ovrgrwn-lacks surf mater,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{E59BB3F3-277A-4D13-8880-D1FBCEA506B3},88.3033985618292,0.000588334499767547
105264,2219,UNKNOWN NAME, ,ASPH,N,2.5,N,,POOR,0,,N,HRM,NA,DECOMISSIONED,remnants-old d/w-badly overgrown,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{29F43E29-2CDC-492D-A8CB-DCA020F27179},38.6490893982971,0.000300133761216629
105265,2220,UNKNOWN NAME, ,CRDS, ,1.4,N,,MARGINAL,0,,N,HRM,HRM,ACTIVE,overgrown w/weed-undefined-mixed/peagrav,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{3B8A8D27-2FBD-4975-A963-073AFC1D7FC3},56.2518710849161,0.000413924807044622
105266,2222,UNKNOWN NAME, ,CONC, ,1.8,Y,,GOOD,0,,Y,HRM,HRM,ACTIVE,partially fenced,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{78F549CD-0C06-4C7C-B20D-0122B620FFF7},276.643126444238,0.0021453335397045
105267,1143,UNKNOWN NAME,SECONDARY,ASPH,N,1.7,Y,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{24517A1E-9DD7-4D2B-BE44-5F99EBB924DB},51.2905859594164,0.000445088530023216
105268,1144,UNKNOWN NAME,SECONDARY,ASPH,N,1.5,Y,,MARGINAL,0,,N,HRM,HRM,ACTIVE,damaged asphalt-swail on side of trail,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{663AA524-F5B0-4D73-9791-241CD84A42FD},76.4784315927837,0.000573987509075694
105269,1145,UNKNOWN NAME,PRIMARY,ASPH,N,2.3,Y,,POOR,0,,N,HRM,HRM,ACTIVE,heaving,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{47704311-D782-4262-ABE6-E176F60AA596},77.7675850782065,0.000672396650502119
105270,1146,UNKNOWN NAME,PRIMARY,ASPH,N,1.5,N,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{488460D4-9D21-475F-8C51-D19EBF1DC5EC},24.753757604955,0.000160673594155236
105271,1147,UNKNOWN NAME,SECONDARY,CRDS,N,2,N,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{F08C24BD-6A96-4A75-AFCA-A2C10007F90A},47.125956252015,0.000315402078311036
105272,1148,UNKNOWN NAME,PRIMARY,ASPH,N,1.6,Y,,GOOD,0,,N,HRM,HRM,ACTIVE,partially fenced,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{6C975C17-7E76-4A16-993E-F9DF82175A35},155.854385591018,0.00138635704927962
105273,1149,UNKNOWN NAME,SECONDARY,ASPH,N,1.8,Y,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{8A66C310-460B-466C-99BD-3448B9F5C599},83.6522275894129,0.000546914946556416
105274,1151,UNKNOWN NAME,PRIMARY,ASPH,N,2,N,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{2939C2C8-8D36-4AC2-819F-A334CC79E609},89.6067528599513,0.000794751803278146
105275,1152,UNKNOWN NAME,PRIMARY,ASPH,N,1.8,Y,,MARGINAL,0,,N,HRM,HRM,ACTIVE,trail has various areas of heaving/crack,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{81AC71BF-85A8-4579-9C75-AB31E9A10134},124.74786423443,0.00107982036301289
105276,1153,UNKNOWN NAME,PRIMARY,CRDS,N,2,N,,POOR,0,,N,HRM,HRM,ACTIVE,trail badly overgrown with weeds,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{F9D44ACF-7412-4F74-9DB0-84BA6B315D42},55.3574790291919,0.000460332759460223
105277,1154,UNKNOWN NAME,SECONDARY,ASPH,N,2,N,,MARGINAL,0,,N,HRM,HRM,ACTIVE,cracking/heaving asphalt,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{99D8FCE3-484E-401F-BD14-FE12CFE6FE13},91.2683438590525,0.000707601292283274
105278,1155,UNKNOWN NAME,PRIMARY,ASPH,N,2,N,,GOOD,0,,N,HRM,HRM,ACTIVE,isolated areas of heave/settling,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{C477B717-C04C-486E-8649-9D4234CF8A42},299.288652151839,0.00261524361944903
105279,1247,UNKNOWN NAME,SECONDARY,CRDS,N,1.5,N,,MARGINAL,0,,N,HRM,HRM,ACTIVE,overgrown with weeds,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{AD65AE68-7620-4E33-AF13-E2F173CB7B52},34.3339556239582,0.000278282828616837
105280,2725,UNKNOWN NAME,,,,,,,,,,,,,,,,,,,RRRDTR,,,,,,,,,,,,,,,,TRN_TRAIL,,,,{65D6CBA7-958B-4E5C-89D2-E1C56938FB22},588.294066567214,0.00416485632034594
105281,2726,UNKNOWN NAME,,,,,,,,,,,,,,,,,,,RRRDTR,,,,,,,,,,,,,,,,TRN_TRAIL,,,,{FED15050-C25E-4DCC-B8D4-3154658C42EF},173.360962612562,0.00121161232055778
105282,2731,UNKNOWN NAME,,,,,,,,,,,,,,,,,,,RRRDTR,,,,,,,,,,,,,,,,TRN_TRAIL,,,,{D3B10498-32A4-4C9F-B7AE-2BB1A561C5B7},14.0317396302092,0.000126045817538957
105283,2531,UNKNOWN NAME, ,ASPH, ,2,Y,,GOOD,0,,N,HRM,HRM,ACTIVE,partially fenced,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{C392C303-30FE-430B-8758-47DBB4ECE7BF},222.917272520738,0.00153453133928232
105284,2533,UNKNOWN NAME, ,CRDS, ,0.5,N,,POOR,0,,N,HRM,UN,DECOMISSIONED,overgrown-leads to priv property,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{0252BD71-5338-4876-B1B9-82189ECE00BB},59.2253951625981,0.000424461969271993
105285,2534,UNKNOWN NAME, ,ASPH, ,3,N,,GOOD,0,,N,HRM,UN,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{5D8E3374-FB17-47F3-8F49-19A33EF0348D},73.7916677563462,0.00054517171584829
105286,2535,UNKNOWN NAME, ,ASPH, ,1.8,Y,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{F9DAB7B7-2326-4399-A2DB-968D9EBCCCC8},71.6389681126014,0.000636860922914998
105287,2537,UNKNOWN NAME, ,CRDS, ,3,N,,GOOD,0,,N,HRM,HRM,ACTIVE,minor weed growth,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{57898A1C-A2B5-4B21-B338-72AAD510ECDB},141.562284174269,0.00101089386397282
105288,2538,UNKNOWN NAME, ,CRDS, ,1.3,N,,POOR,0,,N,HRM,HRM,ACTIVE,ovrgrn w/weed-branches-to washrooms,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{AE70455C-5CA8-4864-AB47-5DCA4D83CB7C},54.3591347063256,0.00042244652125836
105289,2539,UNKNOWN NAME, ,NATU,N,2,N,,MARGINAL,0,,N,HRM,UN,ACTIVE,exposed rock,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{498B2BDC-5CBE-464E-92D9-DBD5C17D049D},894.362845208498,0.00649407985521929
105290,2541,UNKNOWN NAME, ,GRAV,N,2.8,N,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{AEB4451E-6A0B-46F8-A783-AFD9ABC330CE},114.672363749339,0.000858103366802907
105291,2542,UNKNOWN NAME,,,,,,,,,,,,,,,,,,,RRRDTR,,,,,,,,,,,,,,,,TRN_TRAIL,,,,{0C4984C4-4B5A-4C10-958A-F7A8DD6196FF},123.996995757366,0.000917578559469752
105292,2996,UNKNOWN NAME,,,,,,,,,,,,,,,,,,,RRRDTR,,,,,,,,,,,,,,,,TRN_TRAIL,,,,{86BBE249-2DAB-48CD-BBF6-41BE6846B18E},98.4612937056038,0.000637274427824028
105293,2997,UNKNOWN NAME,,,,,,,,,,,,,,,,,,,RRRDTR,,,,,,,,,,,,,,,,TRN_TRAIL,,,,{BCDF4B94-91E8-44A5-AA35-BD1CCE3FBFD3},111.355447228557,0.000957318237753785
105294,2999,UNKNOWN NAME,,,,,,,,,,,,,,,,,,,RRRDTR,,,,,,,,,,,,,,,,TRN_TRAIL,,,,{ED0FA4E8-EA07-443C-86B5-5CF6DE41D52C},119.524042530447,0.000791476978839391
105295,3002,UNKNOWN NAME,,,,,,,,,,,,,,,,,,,RRRDTR,,,,,,,,,,,,,,,,TRN_TRAIL,,,,{5FFCC0A5-7814-4EA9-969C-B442D9E14289},30.6614676542062,0.000203094025113925
105296,3005,UNKNOWN NAME,,,,,,,,,,,,,,,,,,,RRRDTR,,,,,,,,,,,,,,,,TRN_TRAIL,,,,{A8672181-2BF8-4E86-8553-9B5780160481},1345.92957174977,0.0107052957270793
105297,3006,UNKNOWN NAME,,,,,,,,,,,,,,,,,,,RRRDTR,,,,,,,,,,,,,,,,TRN_TRAIL,,,,{598D7124-DE6E-4038-A267-ABD38FFBF277},36.7558462573197,0.000264413312967919
105298,3008,UNKNOWN NAME,,,,,,,,,,,,,,,,,,,RRRDTR,,,,,,,,,,,,,,,,TRN_TRAIL,,,,{5DADE2DB-E559-42A2-851B-D3AE3A183D1B},188.803689670549,0.00145925569837284
105299,3009,UNKNOWN NAME,,,,,,,,,,,,,,,,,,,RRRDTR,,,,,,,,,,,,,,,,TRN_TRAIL,,,,{211553EA-B965-4727-81B7-455D8C06DA5E},558.487476914264,0.00475005108984043
105300,3012,UNKNOWN NAME,,,,,,,,,,,,,,,,,,,RRRDTR,,,,,,,,,,,,,,,,TRN_TRAIL,,,,{B0FCCB6F-FAD8-40EC-90B1-25A9B2A9CD62},446.617606109529,0.00380994644352667
105301,3013,UNKNOWN NAME,,,,,,,,,,,,,,,,,,,RRRDTR,,,,,,,,,,,,,,,,TRN_TRAIL,,,,{C3B8A4A4-1F2F-4AD9-8242-AE8BDF6315F2},31.6746545820068,0.000227594196969895
105302,3014,UNKNOWN NAME,,,,,,,,,,,,,,,,,,,RRRDTR,,,,,,,,,,,,,,,,TRN_TRAIL,,,,{EA570997-9FF1-4F12-88F0-D1D0FBEE094E},110.772403664943,0.00074702210135504
105303,3015,UNKNOWN NAME,,,,,,,,,,,,,,,,,,,RRRDTR,,,,,,,,,,,,,,,,TRN_TRAIL,,,,{E70B49C9-7604-4E7B-9BE5-A61D53AE6D51},601.613241880996,0.00414451613827573
105304,3019,UNKNOWN NAME,,,,,,,,,,,,,,,,,,,RRRDTR,,,,,,,,,,,,,,,,TRN_TRAIL,,,,{BF659F77-5ED7-4986-894C-CC9E0328D83F},104.148954927014,0.000692909258809442
105305,2310,BEDFORD SACKVILLE CONNECTOR AT GREENWAY,AT_GW,CRDS, ,1.2,N,,GOOD,2004,,N,HRM,UN,ACTIVE,areas sides  overgrown- shop ctr propert,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,N,N,,HRTAT,,SACKVILLE RIVERS ASSOCIATION,TPW_TRAILS,,,,{6EAEF552-9BC9-44D2-BBDD-C2862CCDEAB3},194.573046481885,0.00134213686462014
105306,2311,BEDFORD SACKVILLE CONNECTOR AT GREENWAY,AT_GW,CRDS, ,1.5,N,,GOOD,2004,,N,,UN,ACTIVE,partially shop ctr property,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,N,N,,HRTAT,,SACKVILLE RIVERS ASSOCIATION,TPW_TRAILS,,,,{0775C16B-8572-484A-9048-3FFC9D118513},373.687787060165,0.00263454945525987
105307,2312,BEDFORD SACKVILLE CONNECTOR AT GREENWAY,AT_GW,CRDS, ,1.2,N,,GOOD,2004,,N,,UN,ACTIVE,partially on shop ctr property,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,N,N,,HRTAT,,SACKVILLE RIVERS ASSOCIATION,TPW_TRAILS,,,,{C065F670-2817-4DCF-B309-E6C26FC2EB9A},148.307907974596,0.00116748917096122
105308,2313,BEDFORD SACKVILLE CONNECTOR AT GREENWAY,AT_GW,WOOD,Y,1.85,Y,,GOOD,2004,,N,HRM,HRM,ACTIVE,bridge -see bridge layer,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,N,N,,HRTAT,,SACKVILLE RIVERS ASSOCIATION,TPW_TRAILS,,,,{A486E692-5A18-48E1-9CBA-AE7B2607D1A0},60.4526073891441,0.000385746093799864
105309,2317,UNKNOWN NAME, ,CONC, ,1.75,N,,GOOD,0,,N,HRM,HRM,ACTIVE,no rail along water-areas damged concret,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{CAF45348-CCF8-4EF3-8C82-CA5FE667D050},146.842260280643,0.00109348213719559
105310,2318,UNKNOWN NAME, ,CRDS,N,2.3,Y,,MARGINAL,0,,N,HRM,HRM,ACTIVE,areas of washouts -sides overgrown,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{04AF4736-5225-4D78-BCAE-B55BFF0C19FF},374.683447545896,0.0025938905386893
105311,1253,UNKNOWN NAME,SECONDARY,ASPH,N,1.5,Y,,MARGINAL,0,,N,HRM,HRM,ACTIVE,partially fenced,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{8BCF6AB8-53F4-4AC9-9F23-2F486F6F1284},84.1656901313857,0.000594982156699445
105312,1254,UNKNOWN NAME,PRIMARY,CRDS,N,1.5,N,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{54D1D868-6309-44D8-8A4A-1AC21905A067},53.4113787009662,0.000391251864765
105313,1255,UNKNOWN NAME,PRIMARY,GRAV,N,1.5,N,,GOOD,0,,N,HRM,HRM,ACTIVE,water comm,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{527D5E2B-FDE3-415D-9F19-430818A8C56A},32.3508292996725,0.000246948688696621
